"table_group","table_name","commodity_group","commodity","attribute","geography","year","frequency","timeperiod","unit","amount"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Ending stocks","Foreign",2022,"Annual","Local marketing year","Million metric tons","300.3510"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Beginning stocks","Foreign",2023,"Annual","Local marketing year","Million metric tons","300.3510"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Production","Foreign",2023,"Annual","Local marketing year","Million metric tons","1105.4070"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Imports","Foreign",2023,"Annual","Local marketing year","Million metric tons","239.8330"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Total supply","Foreign",2023,"Annual","Local marketing year","Million metric tons","1645.5910"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Food, seed, and industrial use","Foreign",2023,"Annual","Local marketing year","Million metric tons","400.7410"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Feed use","Foreign",2023,"Annual","Local marketing year","Million metric tons","772.5910"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Total domestic use","Foreign",2023,"Annual","Local marketing year","Million metric tons","1167.0180"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Exports","Foreign",2023,"Annual","Local marketing year","Million metric tons","172.7970"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Total use","Foreign",2023,"Annual","Local marketing year","Million metric tons","1339.8150"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Ending stocks","Foreign",2023,"Annual","Local marketing year","Million metric tons","299.4620"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Beginning stocks","Foreign",2024,"Annual","Local marketing year","Million metric tons","299.4620"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Production","Foreign",2024,"Annual","Local marketing year","Million metric tons","1119.4660"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Imports","Foreign",2024,"Annual","Local marketing year","Million metric tons","220.4420"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Total supply","Foreign",2024,"Annual","Local marketing year","Million metric tons","1639.3700"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Food, seed, and industrial use","Foreign",2024,"Annual","Local marketing year","Million metric tons","407.6030"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Feed use","Foreign",2024,"Annual","Local marketing year","Million metric tons","796.2730"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Total domestic use","Foreign",2024,"Annual","Local marketing year","Million metric tons","1214.8020"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Exports","Foreign",2024,"Annual","Local marketing year","Million metric tons","158.9950"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Total use","Foreign",2024,"Annual","Local marketing year","Million metric tons","1373.7970"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Ending stocks","Foreign",2024,"Annual","Local marketing year","Million metric tons","276.4990"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Beginning stocks","Foreign",2025,"Annual","Local marketing year","Million metric tons","276.4990"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Production","Foreign",2025,"Annual","Local marketing year","Million metric tons","1131.2450"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Imports","Foreign",2025,"Annual","Local marketing year","Million metric tons","232.7960"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Total supply","Foreign",2025,"Annual","Local marketing year","Million metric tons","1640.5400"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Food, seed, and industrial use","Foreign",2025,"Annual","Local marketing year","Million metric tons","412.4070"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Feed use","Foreign",2025,"Annual","Local marketing year","Million metric tons","811.6100"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Total domestic use","Foreign",2025,"Annual","Local marketing year","Million metric tons","1233.6290"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Exports","Foreign",2025,"Annual","Local marketing year","Million metric tons","163.2270"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Total use","Foreign",2025,"Annual","Local marketing year","Million metric tons","1396.8560"
"World production, supply, and disappearance","Table 2--Foreign coarse grains: Supply and disappearance","Coarse grains","Coarse grains","Ending stocks","Foreign",2025,"Annual","Local marketing year","Million metric tons","253.2960"
"U.S. Supply and disappearance","Table 3--Feed grains (corn, sorghum, barley, and oats): Supply and disappearance, million metric tons","Feedgrains","Feedgrains","Beginning stocks","United States",1975,"Quarterly","Mixed marketing year Q1","Million metric tons","21.0870"
"U.S. Supply and disappearance","Table 3--Feed grains (corn, sorghum, barley, and oats): Supply and disappearance, million metric tons","Feedgrains","Feedgrains","Beginning stocks","United States",1975,"Quarterly","Mixed marketing year Q2","Million metric tons","159.1954"
"U.S. Supply and disappearance","Table 3--Feed grains (corn, sorghum, barley, and oats): Supply and disappearance, million metric tons","Feedgrains","Feedgrains","Beginning stocks","United States",1975,"Quarterly","Mixed marketing year Q3","Million metric tons","108.1476"
"U.S. Supply and disappearance","Table 3--Feed grains (corn, sorghum, barley, and oats): Supply and disappearance, million metric tons","Feedgrains","Feedgrains","Beginning stocks","United States",1975,"Quarterly","Mixed marketing year Q4","Million metric tons","61.6930"
"U.S. Supply and disappearance","Table 3--Feed grains (corn, sorghum, barley, and oats): Supply and disappearance, million metric tons","Feedgrains","Feedgrains","Beginning stocks","United States",1975,"Annual","Mixed marketing year","Million metric tons","21.0870"
"U.S. Supply and disappearance","Table 3--Feed grains (corn, sorghum, barley, and oats): Supply and disappearance, million metric tons","Feedgrains","Feedgrains","Beginning stocks","United States",1976,"Quarterly","Mixed marketing year Q1","Million metric tons","23.9422"
"U.S. Supply and disappearance","Table 3--Feed grains (corn, sorghum, barley, and oats): Supply and disappearance, million metric tons","Feedgrains","Feedgrains","Beginning stocks","United States",1976,"Quarterly","Mixed marketing year Q2","Million metric tons","169.0496"
